component_identifier,component_type,component_index,primary_fidelity,prediction_agreement_count,prediction_disagreement_count,ground_truth_accuracy_change,cross_entropy_change,mean_kl_divergence,mean_jensen_shannon_divergence,maximum_absolute_logit_change,total_delta_fourier_power,addition_manifold_delta_power,addition_manifold_delta_fraction,correct_shift_rank,correct_shift_selectivity,dominant_canonical_frequency_pair,activation_diagonal_power_fraction,activation_near_constant,retained_at_threshold_0_99,retained_at_threshold_0_975,retained_at_threshold_0_95,retained_at_threshold_0_9,retained_at_threshold_0_85,retained_at_threshold_0_8
N309,mlp_neuron,313,1.0,12769,0,0.0,2.8315474692837015e-05,2.4965623594573107e-05,6.876377303460531e-06,4.431526184082031,290399.9995442195,6992.237920701174,0.02407795431017712,1,71.03596724064343,48,0.09576227891139318,False,True,True,True,False,False,False
N310,mlp_neuron,314,1.0,12769,0,0.0,6.59389396763584e-05,1.4122957828058536e-05,3.7350409105038772e-06,2.4711074829101562,156832.26339084568,4419.8852541061215,0.028182244893649292,1,65.799891807086,17,0.11833324848178843,False,False,False,False,False,False,False
N311,mlp_neuron,315,1.0,12769,0,0.0,-8.73566492558043e-05,5.397908875635023e-05,1.4797888736522053e-05,5.4113922119140625,781558.3537404019,26370.541819147886,0.033740976208549336,1,86.2546537309039,56,0.11984999379589968,False,False,False,False,False,False,False
N312,mlp_neuron,316,1.0,12769,0,0.0,3.168342647761973e-05,2.2820613130220147e-05,6.188012523728125e-06,3.3183746337890625,358554.7611604705,11381.063108808892,0.03174149207215608,1,84.40082845417665,17,0.11020830671457267,False,True,False,False,False,False,False
N313,mlp_neuron,317,1.0,12769,0,0.0,8.176512538191007e-05,2.167497101559811e-05,5.724430295893197e-06,3.877838134765625,280657.08074836707,9167.0790296995,0.032662917341175386,1,76.2382615805659,17,0.12281528982391289,False,False,False,False,False,False,False
N314,mlp_neuron,318,1.0,12769,0,0.0,0.00016487207925712662,0.00020998176840805722,5.517214090521184e-05,6.442710876464844,1449869.4100344668,52359.01110259567,0.03611291523238012,1,91.46972924398263,17,0.11875348209640316,False,True,True,True,True,True,True
N315,mlp_neuron,319,1.0,12769,0,0.0,-2.5014494923892303e-05,8.477028560315321e-07,2.1533466024495198e-07,0.5950851440429688,2962.6275697559686,3.574298063942121,0.0012064621623151018,1,7.269728738338339,1,0.031116271495159793,False,False,False,False,False,False,False
N316,mlp_neuron,320,1.0,12769,0,0.0,1.8697260531800155e-05,7.933474988236843e-06,2.0722551621367834e-06,2.0114593505859375,62499.468819116286,690.7766396270191,0.011052520168231189,1,33.79239512715645,56,0.07027063818305455,False,False,False,False,False,False,False
N317,mlp_neuron,321,1.0,12769,0,0.0,1.2465566869846985e-05,5.777949211071027e-06,1.4784420771782106e-06,2.2433242797851562,38492.40975582388,30.93526778270887,0.0008036718921716347,1,10.069773767651839,3,0.013761994818216869,False,False,False,False,False,False,False
N318,mlp_neuron,322,1.0,12769,0,0.0,6.330279046416211e-05,8.119973225784466e-05,2.359637693266133e-05,6.6156768798828125,572747.8768017323,15647.898093288148,0.02732074395573005,1,79.09834264207161,48,0.0985909150246389,False,True,True,True,True,True,True
N319,mlp_neuron,323,1.0,12769,0,0.0,0.00030784300836224766,0.00012590636089036147,3.630846718496919e-05,7.453725814819336,1260077.4770168741,37138.498629682195,0.02947318661516308,1,75.62794908241472,48,0.10876779083627486,False,True,True,False,False,False,False
N320,mlp_neuron,324,1.0,12769,0,0.0,-3.420982524093624e-06,3.1422400023497075e-06,8.069153455500188e-07,1.3946800231933594,15959.389612838939,110.99641683965636,0.006954928699175466,1,30.88603168295654,17,0.04499949537517566,False,False,False,False,False,False,False
N321,mlp_neuron,325,1.0,12769,0,0.0,1.502579141278871e-05,4.7040460591013006e-05,1.2821892985378381e-05,3.211517333984375,167708.52621262558,3600.0052556952915,0.021465845160019495,1,65.09092295180555,1,0.09123200626333144,False,False,False,False,False,False,False
N322,mlp_neuron,326,1.0,12769,0,0.0,0.0002175301358714307,0.00020208409695889848,5.914002242763927e-05,7.088172912597656,2015788.5830637277,72563.66853417324,0.03599765825833095,1,94.46843828924781,17,0.11254728097498251,False,True,True,True,True,True,True
N323,mlp_neuron,327,1.0,12769,0,0.0,2.719940157563526e-05,3.0056162456263284e-06,7.450763773788606e-07,1.4447026252746582,46093.85860447712,475.8706039803408,0.01032394810041178,1,36.827194053407545,3,0.06801240597447376,False,False,False,False,False,False,False
N324,mlp_neuron,328,1.0,12769,0,0.0,3.5711006233775985e-05,2.4980913487747063e-06,6.275925238628313e-07,0.8360786437988281,7359.422900506768,8.989071432021062,0.0012214370003661669,1,12.015657380179281,17,0.020931558418687542,False,False,False,False,False,False,False
N325,mlp_neuron,329,1.0,12769,0,0.0,-7.167123118168527e-05,4.657621074307366e-06,1.1882347164511622e-06,2.204132080078125,44491.45931423816,455.73011823267956,0.01024309216323765,1,43.66608376774953,3,0.05616461245376216,False,True,True,True,False,False,False
N326,mlp_neuron,330,1.0,12769,0,0.0,9.002063595316373e-05,5.614395055556215e-05,1.6297348051356047e-05,4.752803802490234,581159.1173437459,19561.967985508367,0.03366026171097267,1,92.09275479929542,48,0.10844598026124493,False,True,True,True,True,True,True
N327,mlp_neuron,331,1.0,12769,0,0.0,7.539725289107814e-05,2.471484488163649e-05,6.452608950474425e-06,4.03497314453125,409225.7421411818,10676.092535926757,0.02608851652407422,1,72.39848597411563,56,0.10052067524630681,False,False,False,False,False,False,False
N328,mlp_neuron,332,1.0,12769,0,0.0,3.678390775256222e-05,2.43745410279036e-06,6.053595625326797e-07,1.0230712890625,8343.15696182793,22.00310820523544,0.0026372640843154776,1,18.047495286831015,3,0.03207966293817688,False,False,False,False,False,False,False
N329,mlp_neuron,333,0.9996867413266505,12765,4,0.00015662933667481838,-1.853804814710828e-05,0.0003288985166067457,8.708795909898737e-05,9.234527587890625,1028071.8795930224,13471.344741421803,0.013103504734274646,1,30.729698154429055,48,0.08665681161978475,False,True,True,True,True,True,True
N330,mlp_neuron,334,1.0,12769,0,0.0,0.0001605718042547832,0.00015678225766630111,4.948974012182948e-05,8.098320007324219,1082602.4895714656,34659.96156953595,0.03201540907526978,1,80.59084642500825,48,0.1144287571007809,False,True,True,True,True,True,True
N331,mlp_neuron,335,0.9998433706633253,12767,2,-0.00015662933667470735,0.00042032651194985984,0.0002911062808159956,7.067878385405328e-05,5.810401916503906,996068.8992518799,33988.124177717604,0.03412226222829079,1,91.89791175779781,17,0.11461453537544133,False,True,True,True,True,True,True
N332,mlp_neuron,336,1.0,12769,0,0.0,2.0818483785593972e-05,1.2666624824887653e-05,3.2740055411777228e-06,1.6086997985839844,80713.86068107364,1411.4077682269033,0.017486560007379998,1,47.69732721296522,1,0.09037710210504388,False,False,False,False,False,False,False
N333,mlp_neuron,337,0.9998433706633253,12767,2,-0.00015662933667470735,0.00022315560322571574,0.00012445232369488144,3.396421623983794e-05,7.018043518066406,808076.9147987702,27646.154112124063,0.03421228054634947,1,83.90151460737182,56,0.12115446638541115,False,False,False,False,False,False,False
N334,mlp_neuron,338,1.0,12769,0,0.0,1.5470218259907393e-05,1.031055566713899e-05,2.6069458242943297e-06,2.4775619506835938,74620.14512246336,1092.6085015724636,0.014642272536180702,1,45.515703113288325,17,0.07971653930712906,False,False,False,False,False,False,False
N335,mlp_neuron,339,1.0,12769,0,0.0,5.5468028097699004e-05,1.5453607695966237e-05,3.7925975285042546e-06,2.3174819946289062,66218.76280636505,498.0780652783182,0.0075217059964527485,1,28.6835746273292,48,0.057546126717005104,False,False,False,False,False,False,False
N336,mlp_neuron,340,1.0,12769,0,0.0,5.588772936196982e-06,1.7750977929788183e-06,4.586880393603849e-07,1.284963607788086,14382.727107528019,39.32350686861329,0.002734078632975738,1,18.217872545647477,1,0.026638513910058375,False,True,True,True,False,True,False
N337,mlp_neuron,341,1.0,12769,0,0.0,7.1376841389926e-05,4.192500943504895e-06,1.0206946077717305e-06,0.7870597839355469,8181.16859992214,13.934871019123857,0.0017032861319172025,1,9.09400018148687,3,0.03409680492272786,False,False,False,False,False,False,False
N338,mlp_neuron,342,0.9999216853316626,12768,1,7.831466833740919e-05,-4.978873849769685e-05,0.00013843209426839037,3.485647750405011e-05,9.292999267578125,2563856.4184151455,91324.08568343194,0.035619812805228836,1,88.03573732214859,56,0.12115068973793096,False,True,True,True,True,True,True
N339,mlp_neuron,343,0.9999216853316626,12768,1,-7.831466833740919e-05,0.0001362305279347042,0.00017851815758145102,5.128989542020067e-05,10.671222686767578,2385581.48862972,81805.85360695396,0.0342917875565606,1,76.19523461389363,56,0.12567000295659933,False,False,False,False,False,False,False
N340,mlp_neuron,344,1.0,12769,0,0.0,9.569585909226133e-05,5.170556995151525e-05,1.4599715683500185e-05,3.5842666625976562,236995.42937746798,6495.265052500204,0.02740671020349109,1,76.48036423821625,1,0.10173519871241758,False,True,True,True,False,False,False
N341,mlp_neuron,345,1.0,12769,0,0.0,2.8576480666192604e-05,4.1117279733562185e-06,1.009004585563261e-06,1.6618156433105469,26886.647508423328,52.008279819958005,0.0019343534668524334,1,16.505948985670678,48,0.0242008398236356,False,True,True,True,True,True,True
N342,mlp_neuron,346,1.0,12769,0,0.0,-2.8362924968432235e-05,4.64064916986787e-06,1.1559840745866943e-06,1.0769462585449219,12814.484689893361,47.586588461289004,0.003713499966082913,1,21.84089777825957,3,0.038607823271847516,False,True,True,False,False,False,False
N343,mlp_neuron,347,1.0,12769,0,0.0,6.365733853274107e-05,2.4333912952130217e-05,6.211791706592893e-06,2.8986854553222656,171989.43870244618,4068.000498199992,0.0236526180263773,1,56.676313137558395,17,0.12113737354192577,False,False,False,False,False,False,False
N344,mlp_neuron,348,1.0,12769,0,0.0,-1.349723753540661e-05,4.887819305604647e-07,1.229891907567413e-07,0.36281585693359375,2436.7675107833556,11.185003393471384,0.004590098704113017,1,27.20146950848291,48,0.0380457828423281,False,False,False,False,False,False,False
N345,mlp_neuron,349,1.0,12769,0,0.0,-4.0787669847179705e-05,8.719759563739954e-06,2.284096044741784e-06,1.346923828125,19930.25996971036,147.9925753883508,0.0074255215743932665,1,29.233804816597274,1,0.05926622488027453,False,False,False,False,False,False,False
N346,mlp_neuron,350,1.0,12769,0,0.0,1.3628353148356816e-05,8.588457042153544e-05,2.400789950604969e-05,7.5194244384765625,858158.2646862745,26697.92396734543,0.031110722888750195,1,67.33221736715217,56,0.12356737505176425,False,False,False,False,False,False,False
N347,mlp_neuron,351,1.0,12769,0,0.0,5.4341064628994715e-05,3.1193163016127585e-05,7.811732794664062e-06,4.375373840332031,387558.531981428,11473.31667472899,0.029604087455050013,1,84.91114654539842,3,0.10677654746484491,False,False,False,False,False,False,False
N348,mlp_neuron,352,1.0,12769,0,0.0,1.5013405517582323e-05,1.3859783641258005e-05,3.7607338130928712e-06,2.246021270751953,56540.45679870792,148.16863000448328,0.00262057716533817,1,12.982752114635204,48,0.03655873855275397,False,False,False,False,False,False,False
N349,mlp_neuron,353,1.0,12769,0,0.0,-4.8570616630884975e-05,2.8640367777130453e-05,7.197905944806905e-06,1.8856849670410156,76107.05855800322,1489.0347305787807,0.019565001706693834,1,69.06755106904086,20,0.075670726648485,False,False,False,False,False,False,False
N350,mlp_neuron,354,1.0,12769,0,0.0,3.5771865578330345e-06,5.8171483514933996e-06,1.455806231585621e-06,0.8738174438476562,22221.609325348436,312.51568062390265,0.01406359350703788,1,56.012608714088465,3,0.07407770466169562,False,False,False,False,False,False,False
N351,mlp_neuron,355,1.0,12769,0,0.0,2.8147391387105085e-05,3.4739856744993132e-06,8.742295702140478e-07,0.9886398315429688,12960.352171913168,60.187208480233274,0.00464394853487601,1,23.600494821898792,56,0.043528206019484754,False,False,False,False,False,False,False
N352,mlp_neuron,356,1.0,12769,0,0.0,1.2815685334116502e-05,1.2513957399471305e-06,3.17943538768115e-07,0.5641746520996094,4528.517649393607,4.034317163731016,0.0008908692592312703,1,14.126512784813569,20,0.013843470915714428,False,False,False,False,False,False,False
N353,mlp_neuron,357,1.0,12769,0,0.0,8.351502926566101e-05,9.42198565706521e-06,2.4622430479539733e-06,2.2960548400878906,150660.65918016835,3836.1054921318087,0.025461892394512766,1,80.9356807797258,3,0.09445729216564355,False,False,False,False,False,False,False
N354,mlp_neuron,358,1.0,12769,0,0.0,3.17597115626427e-05,2.987342434484382e-06,7.525194443703416e-07,0.8860397338867188,9868.893595560792,16.236221496901745,0.0016451916660855572,1,13.388746648343295,20,0.022007688564971675,False,False,False,False,False,False,False
N355,mlp_neuron,359,1.0,12769,0,0.0,-1.3154569708994203e-05,8.10560524515814e-07,2.0365269018258906e-07,0.5356254577636719,2641.2355714467635,10.163894781182876,0.0038481591309235245,1,27.863119345285533,17,0.033890477025378514,False,False,False,False,False,False,False
N356,mlp_neuron,360,1.0,12769,0,0.0,4.026764725133117e-06,7.264909611723609e-07,1.841543249544666e-07,0.6931419372558594,2847.968511305717,6.28454809044433,0.0022066775196060836,1,13.93173776094475,48,0.031588672622314226,False,True,False,False,False,False,False
N357,mlp_neuron,361,1.0,12769,0,0.0,6.5837103036998e-05,6.741686948803818e-05,1.9835162206532296e-05,5.418767929077148,563026.9941462332,17534.77832024205,0.03114376131615423,1,76.42134257385105,48,0.11509961036830092,False,True,True,False,False,False,False
N358,mlp_neuron,362,0.9999216853316626,12768,1,7.831466833740919e-05,0.0001154833988778975,7.905994611948366e-05,2.2043521863800084e-05,3.3897056579589844,490696.14556796383,17195.603188224748,0.03504328155730963,1,94.446445406695,3,0.12259571314700551,False,False,False,False,False,False,False
N359,mlp_neuron,363,1.0,12769,0,0.0,-4.336458987393632e-06,3.2328553658671057e-06,8.233599804895981e-07,0.9892807006835938,16309.845634744019,86.1185144799918,0.00528015509212043,1,31.55803904629396,17,0.04121578747571268,False,False,False,False,False,False,False
N360,mlp_neuron,364,1.0,12769,0,0.0,6.951595009669384e-05,2.265278103286476e-05,5.8674446701455715e-06,3.811237335205078,297077.3572075654,8360.528836802352,0.028142598666518102,1,72.85576300957838,48,0.11100217911196411,False,False,False,False,False,False,False
N361,mlp_neuron,365,1.0,12769,0,0.0,1.1245971010803019e-05,4.034264293009118e-05,1.1127620011755223e-05,4.662113189697266,750689.5875677573,24001.086260593493,0.031972051641687586,1,90.17366035325982,3,0.10846973658912712,False,False,False,False,False,False,False
N362,mlp_neuron,366,1.0,12769,0,0.0,0.00014257786891520353,4.019722300728223e-05,9.317946173287501e-06,3.1751785278320312,306019.30019062234,8551.333528763824,0.02794377192365683,1,76.68656040772328,1,0.1029739426650304,False,True,True,True,True,False,False
N363,mlp_neuron,367,1.0,12769,0,0.0,6.111129777506652e-05,5.49586060170557e-05,1.318035733243649e-05,3.6727066040039062,499642.8276267711,15494.294233753659,0.031010740827301063,1,89.21215754469861,17,0.10752246740504279,False,False,False,False,False,False,False
N364,mlp_neuron,368,1.0,12769,0,0.0,2.808424785712073e-05,6.665822306247307e-06,1.7117725390258507e-06,1.2621841430664062,24736.292174676408,279.7638026153614,0.011309851963252902,1,49.592679389988604,20,0.05250689915023298,False,True,True,True,True,True,True
N365,mlp_neuron,369,1.0,12769,0,0.0,3.9662506576147337e-05,2.304133255442266e-06,5.78578034401865e-07,1.0369338989257812,6941.7143382164395,11.674223419608486,0.001681749327444665,1,16.98284082985331,20,0.019967723590247854,False,False,False,False,False,False,False
N366,mlp_neuron,370,1.0,12769,0,0.0,5.5903424611843024e-05,7.336034574502692e-06,1.8527409688590248e-06,2.3010826110839844,50470.48685162545,234.3498152360405,0.0046433040347914345,1,24.92754830378031,1,0.037184852336137685,False,True,False,False,False,False,False
N367,mlp_neuron,371,0.9999216853316626,12768,1,-7.831466833740919e-05,0.00016247641079764736,0.0001347664915744445,3.785828323698923e-05,7.39581298828125,1822469.6839596068,61190.67980982639,0.033575691463289446,1,85.54386442618807,56,0.11735635196591927,False,False,False,False,False,False,False
N368,mlp_neuron,372,1.0,12769,0,0.0,1.2551427906651053e-05,1.5850071881897298e-05,4.074737177597796e-06,2.437713623046875,121256.20789901403,3839.967835967996,0.03166821643611057,1,90.71290781150182,3,0.11480607472264756,False,True,True,True,True,True,False
N369,mlp_neuron,373,1.0,12769,0,0.0,1.3600684104193546e-05,2.3626100677078238e-06,5.934277158026376e-07,1.2752838134765625,7631.394746524223,16.373417941506958,0.0021455341369890947,1,23.776110902187746,17,0.019625938251514666,False,False,False,False,False,False,False
N370,mlp_neuron,374,1.0,12769,0,0.0,1.0458698338109643e-06,4.312173260329741e-06,1.0890374346299898e-06,1.3455181121826172,23664.10239705069,61.177408833261126,0.002585241045985577,1,20.06743331972984,48,0.028108019111642835,False,False,False,False,False,False,False
N371,mlp_neuron,375,1.0,12769,0,0.0,-1.9769216757676254e-05,2.5165707272295192e-06,6.310978721608908e-07,1.8543624877929688,47708.060822870015,562.5885482372856,0.011792316403847527,1,32.61362892903001,1,0.08035936661512666,False,False,False,False,False,False,False
N372,mlp_neuron,376,1.0,12769,0,0.0,5.0948974349882556e-05,3.502531652279436e-05,9.157818140728215e-06,5.103719711303711,928463.2925930594,28863.027773799797,0.031086880875160577,1,80.99362401187827,56,0.11198341884174026,False,False,False,False,False,False,False
N373,mlp_neuron,377,1.0,12769,0,0.0,8.687644135886834e-06,7.018012961726449e-06,1.8142883351476807e-06,3.7380905151367188,113230.41890561742,1898.2638295435727,0.016764610145316692,1,58.91760460666702,3,0.07402285702736672,False,False,False,False,False,False,False
N374,mlp_neuron,378,1.0,12769,0,0.0,2.8743606393041594e-06,2.0901793183921047e-06,5.354459327423572e-07,1.7223052978515625,26397.98290443143,32.825615679478844,0.0012434895423001585,1,10.590564106064758,48,0.020643379149677996,False,False,False,False,False,False,False
N375,mlp_neuron,379,1.0,12769,0,0.0,0.00011172523885991429,2.5758887706459155e-05,6.489311694672329e-06,2.0344161987304688,132539.99481886099,2559.526019174833,0.019311348417305068,1,53.47217605974785,56,0.09369923231577881,False,False,False,False,False,False,False
N376,mlp_neuron,380,1.0,12769,0,0.0,-3.7922279034850043e-06,4.925127313235476e-05,1.2044633283586074e-05,1.712697982788086,76020.8652591668,1596.4965823401726,0.02100076836665132,1,62.005346005262375,20,0.08625754202840431,False,True,True,True,False,False,False
N377,mlp_neuron,381,1.0,12769,0,0.0,-9.011057553435934e-06,1.6870598351463523e-06,4.1710310562207734e-07,1.0015335083007812,9965.641082011327,33.39996228672752,0.003351511660099496,1,21.241189798918676,3,0.03199865729586071,False,True,False,True,False,False,False
N378,mlp_neuron,382,1.0,12769,0,0.0,-1.6706538718793112e-05,7.981822357500519e-07,1.992186141030225e-07,0.6480178833007812,3229.6389829507903,8.63299880323506,0.002673053814624023,1,19.502453568036856,17,0.029044400966169816,False,False,False,False,False,False,False
N379,mlp_neuron,383,1.0,12769,0,0.0,4.579032366822371e-05,5.7270732666624424e-06,1.4609274822964497e-06,2.0439834594726562,61832.57237882465,889.5198479900642,0.014385942776896206,1,51.89798514943572,17,0.07079618413267388,False,True,True,True,True,True,True
N380,mlp_neuron,384,1.0,12769,0,0.0,5.9497864411366857e-05,0.0001376027832327706,3.995804592914056e-05,10.711448669433594,1964396.844470113,69308.79590083219,0.03528248179380879,1,81.26688249324526,56,0.12450601482693532,False,True,True,True,True,True,True
N381,mlp_neuron,385,1.0,12769,0,0.0,1.9076688787127627e-05,9.493655691396795e-06,2.406573526951095e-06,3.3545150756835938,97384.31549630058,1268.5614754674702,0.013026342784281933,1,43.389361379896904,17,0.06872980600130563,False,True,True,True,False,False,False
N382,mlp_neuron,386,1.0,12769,0,0.0,4.090143946042582e-07,2.2218649968838225e-06,5.637332380676531e-07,0.7750396728515625,3755.31995282757,3.9506748443023447,0.0010520208381519349,1,10.33699018541112,17,0.01945302494401045,False,True,False,False,False,False,False
N383,mlp_neuron,387,0.9997650559949879,12766,3,-0.00023494400501211654,0.0008658882515028088,0.000581980005242358,0.00017409953079751563,13.253822326660156,4114034.3955199337,137532.22297987965,0.0334300129161896,1,81.75494376465018,56,0.11901991990235766,False,True,True,True,True,True,True
N384,mlp_neuron,388,1.0,12769,0,0.0,4.0052783514777854e-05,9.37508023136215e-05,2.5319656369262676e-05,2.4341816902160645,145340.84641246428,3325.800259569107,0.022882763804270026,1,77.4574302663296,20,0.082102138616381,False,True,False,False,False,False,False
N385,mlp_neuron,389,1.0,12769,0,0.0,2.8920625372205397e-05,1.1353905448851898e-06,2.8841381164686983e-07,1.2738051414489746,7497.74091377207,31.154993984606037,0.004155250807263777,1,31.776250299832526,5,0.028898597651180948,False,False,False,False,False,False,False
N386,mlp_neuron,390,1.0,12769,0,0.0,3.428371648420245e-05,1.2432283001807975e-05,3.2765256158558893e-06,3.3993148803710938,162902.45269868342,1189.9523906616062,0.007304692906390005,1,25.97103735486118,17,0.05610696466267518,False,False,False,False,False,False,False
N387,mlp_neuron,391,1.0,12769,0,0.0,-2.0833961581031213e-05,4.539280844505977e-06,1.1456879818617008e-06,1.8958911895751953,20053.782939849178,29.260013281840894,0.0014590769915883489,1,11.197796871817918,17,0.0256769491826302,False,False,False,False,False,False,False
N388,mlp_neuron,392,0.9998433706633253,12767,2,-0.00015662933667470735,0.00015938655224915469,9.104716018426932e-05,2.4955231745350463e-05,4.551692962646484,567921.4338449986,15962.28848386122,0.028106508281949733,1,73.26057223452607,17,0.11013783580200733,False,True,True,False,False,False,False
N389,mlp_neuron,393,0.9999216853316626,12768,1,7.831466833740919e-05,1.7869809787375828e-05,0.00010232173603928464,2.6496152482065808e-05,4.725399017333984,957452.463536412,28895.077660475257,0.030179125085489297,1,86.06310699176642,56,0.1068856692266286,False,False,False,False,False,False,False
N390,mlp_neuron,394,1.0,12769,0,0.0,7.34095652550463e-06,1.105768955900612e-06,2.75932228539438e-07,0.7823944091796875,8074.4022570063025,16.575591309542013,0.0020528567665995434,1,13.85245566379032,1,0.02947413930728881,False,True,False,False,False,False,False
N391,mlp_neuron,395,1.0,12769,0,0.0,5.662723188982902e-06,1.4802374775258276e-06,3.6923479720583797e-07,0.8284072875976562,5441.677703027019,7.884080662380882,0.001448832711646123,1,10.438125089829219,56,0.028038022835737312,False,False,False,False,False,False,False
N392,mlp_neuron,396,1.0,12769,0,0.0,3.786986820785202e-05,1.435523834710619e-05,3.7886414392804913e-06,2.5980491638183594,145323.74556741503,4761.227378380385,0.03276290023898175,1,82.22730659043633,17,0.1188113889507362,False,True,True,True,True,True,True
N393,mlp_neuron,397,1.0,12769,0,0.0,7.723924124788256e-06,1.693973527554107e-06,4.251221542356898e-07,1.0090789794921875,18354.143603075696,39.34617267925956,0.0021437215230606633,1,11.564799278491627,3,0.038196151993776184,False,False,False,False,False,False,False
N394,mlp_neuron,398,1.0,12769,0,0.0,-2.638211710350542e-06,3.1099891272207664e-06,7.895069114450531e-07,1.49332857131958,17028.89005038834,43.328776435930216,0.002544427517455379,1,13.308540690021225,3,0.03343510066049759,False,True,False,False,False,False,False
N395,mlp_neuron,399,1.0,12769,0,0.0,3.9674280743407e-05,1.1701196047935344e-05,3.1067994379344764e-06,1.9528923034667969,49678.454336196635,442.59931099427536,0.008909281033564472,1,29.802358719038633,3,0.06392138210030279,False,False,False,False,False,False,False
N396,mlp_neuron,400,1.0,12769,0,0.0,1.4767041972449336e-05,3.8513628967541975e-06,9.651685778665858e-07,1.2019157409667969,23293.980804121882,281.11619272063865,0.012068190279906773,1,32.35881723663349,1,0.0814002659043001,False,False,False,False,False,False,False
N397,mlp_neuron,401,1.0,12769,0,0.0,-2.20797133057241e-05,1.7497368229908674e-05,4.3371824100414945e-06,2.7487945556640625,132585.99967896813,2165.6041288480446,0.016333580725654627,1,45.51441786186342,1,0.08423385358326567,False,True,False,False,False,False,False
N398,mlp_neuron,402,1.0,12769,0,0.0,-9.868461877388665e-06,2.0309639001628353e-06,5.274640327188693e-07,1.1349411010742188,7811.699175607595,16.156082849356896,0.002068190605675784,1,12.951938426944704,20,0.0289251365354117,False,False,False,False,False,False,False
N399,mlp_neuron,403,1.0,12769,0,0.0,1.8433514068678242e-05,1.0002397888132649e-05,2.651502384311483e-06,1.8868141174316406,70314.90194833877,659.2094927841102,0.009375103634055262,1,39.572619466585664,56,0.06257408357927495,False,False,False,False,False,False,False
N400,mlp_neuron,404,1.0,12769,0,0.0,7.781906901290566e-05,4.677342585968753e-05,1.2346635761971653e-05,4.050182342529297,350197.14577374246,10570.64750380029,0.030184847681853578,1,75.74692505535812,17,0.11530719874691729,False,False,False,False,False,False,False
N401,mlp_neuron,405,1.0,12769,0,0.0,-3.720871776935822e-06,3.010379413125959e-06,7.325479370106276e-07,0.9797859191894531,16234.874076845292,43.08753056588121,0.0026540107648468955,1,25.879150780320664,17,0.022953700484055713,False,True,True,False,False,False,False
N402,mlp_neuron,406,1.0,12769,0,0.0,-4.4372588845260083e-05,1.375402042089662e-05,3.445486245587705e-06,1.6708335876464844,47606.69507793269,959.7013857695133,0.020158958402772372,1,52.107101112723164,1,0.09326698092982118,False,False,False,False,False,False,False
N403,mlp_neuron,407,1.0,12769,0,0.0,-5.028632547247674e-06,1.238284748955902e-06,3.068869524797453e-07,0.9270248413085938,9597.021946462399,98.45908096842727,0.010259336856546496,1,38.47820637274245,17,0.06114793894193603,False,False,False,False,False,False,False
N404,mlp_neuron,408,1.0,12769,0,0.0,2.874615870365055e-05,9.281122631549513e-07,2.3583102682185127e-07,0.4898662567138672,3729.527273145875,10.920881417273318,0.0029282213582155947,1,21.119432970438872,3,0.028744397886082327,False,True,True,False,False,False,False
N405,mlp_neuron,409,1.0,12769,0,0.0,-3.871350949186071e-06,8.830495705174942e-07,2.2026329439907547e-07,1.382080078125,9056.854833334843,7.436310261570755,0.000821069830356618,1,10.70350774246044,17,0.01372516372012283,False,True,False,False,False,False,False
N406,mlp_neuron,410,1.0,12769,0,0.0,-2.868430033136889e-05,2.964094419656389e-05,7.615782913259724e-06,6.393466949462891,461290.5573625892,13662.65109839759,0.02961831947420139,1,72.67527382838783,56,0.10948463859222138,False,False,False,False,False,False,False
N407,mlp_neuron,411,1.0,12769,0,0.0,3.808315956964326e-05,1.7835082113255653e-05,4.736466583075512e-06,2.786579132080078,83064.942170164,1737.7992951144784,0.0209209715881639,1,45.84737842475757,48,0.10196826675804631,False,False,False,False,False,False,False
N408,mlp_neuron,412,1.0,12769,0,0.0,3.058053424256132e-05,3.93051090524422e-05,1.0363878812904552e-05,4.6493377685546875,736480.4198372576,24054.449487935588,0.032661356419021945,1,92.33718735957017,17,0.10978754629796862,False,True,True,True,False,False,False
N409,mlp_neuron,413,0.9999216853316626,12768,1,-7.831466833740919e-05,5.018428037068326e-05,4.383606962953932e-05,1.167089612199481e-05,3.4444656372070312,174599.64994043452,4191.64311311138,0.02400716790979466,1,60.36363293836035,1,0.09887828793764411,False,False,False,False,False,False,False
N410,mlp_neuron,414,1.0,12769,0,0.0,-2.660796867681725e-05,1.4699777032372586e-06,3.6886084243805957e-07,0.8972396850585938,5706.796099322428,25.468243210245223,0.004462791865521371,1,22.72718261524013,56,0.041666086068577364,False,False,False,False,False,False,False
N411,mlp_neuron,415,1.0,12769,0,0.0,-8.99130105158543e-06,5.823292719247569e-05,1.5987316949122134e-05,5.882045745849609,330805.75262238993,8367.993765630466,0.025295792770515732,1,66.71152408777048,48,0.10523560866906029,False,False,False,False,False,False,False
N412,mlp_neuron,416,1.0,12769,0,0.0,2.1508146453959797e-05,3.989336061865374e-06,1.0264648331699284e-06,1.4840612411499023,28010.179564652914,90.05553841926789,0.003215100360617192,1,19.032605845234645,48,0.03245783633714761,False,False,False,False,False,False,False
N413,mlp_neuron,417,1.0,12769,0,0.0,8.802956261049107e-06,1.5445061556474423e-06,3.9047918818471815e-07,1.114227294921875,8387.5745584082,7.7860658750235565,0.0009282857422970201,1,11.459620865410043,3,0.015826791221488827,False,False,False,False,False,False,False
